Latitude,Longitude,Ellps Height (m),Geoid Height (m),Ortho Height (m)
9.04586,7.41505,420.859,23.18,397.68
9.0386,7.41513,417.913,23.17,394.74
9.03863,7.42244,422.747,23.17,399.57
9.04592,7.42235,436.464,23.18,413.29
9.03866,7.42968,440.946,23.17,417.77
9.1156,7.46355,513.802,23.24,490.56
9.04242,7.44366,474.031,23.17,450.86
9.03896,7.4391,468.579,23.17,445.41
8.91404,7.22598,297.462,23.33,274.13
8.91191,7.22788,294.259,23.34,270.92
8.91002,7.23347,291.652,23.34,268.31
8.90918,7.23615,299.302,23.34,275.96
8.86096,7.31923,325.493,23.4,302.1
8.85616,7.32107,319.151,23.41,295.75
8.85323,7.32218,327.927,23.41,304.52
8.85099,7.321,334.389,23.42,310.97
8.84916,7.31689,329.546,23.42,306.12
8.84565,7.31448,332.001,23.43,308.57
8.83986,7.31131,332.416,23.45,308.97
8.83974,7.30638,324.659,23.45,301.21
8.83816,7.3055,332.36,23.46,308.9
8.83554,7.30404,334.843,23.46,311.38
8.83252,7.30103,336.95,23.47,313.48
8.82897,7.29689,345.883,23.48,322.4
8.82604,7.29409,344.781,23.49,321.29
8.89811,7.01029,189.964,23.18,166.78
8.8938,7.01063,184.207,23.19,161.02
8.89134,7.01112,187.287,23.19,164.09
8.88812,7.01449,199.189,23.2,175.99
8.88728,7.01536,200.096,23.21,176.89
8.88741,7.01733,203.877,23.21,180.67
8.78832,7.06254,290.826,23.46,267.36
8.79466,7.0625,233.509,23.45,210.06
8.79796,7.06238,225.488,23.45,202.04
9.05947,7.44663,454.142,23.18,430.96
9.0582,7.4466,450.007,23.18,426.83
9.05681,7.44656,445.915,23.18,422.74
9.05325,7.44637,445.382,23.17,422.21
9.0521,7.44647,451.486,23.17,428.31
9.05067,7.44634,457.122,23.17,433.95
9.04901,7.44624,461.217,23.17,438.05
9.04735,7.44616,463.842,23.17,440.67
9.04564,7.44634,465.692,23.17,442.52
9.05293,7.45376,453.662,23.17,430.49
9.05222,7.45193,447.707,23.17,424.54
9.05191,7.4498,445.077,23.17,421.9
9.05151,7.44864,450.592,23.17,427.42
9.05178,7.44767,451.973,23.17,428.8
9.04422,7.44252,464.375,23.17,441.2
9.04432,7.44443,466.639,23.17,443.47
9.0443,7.44544,470.509,23.17,447.34
9.04398,7.44704,468.808,23.17,445.64
9.04396,7.44896,471.17,23.17,448
9.04452,7.45084,474.172,23.17,451
9.045,7.45258,462.04,23.17,438.87
9.04545,7.4543,464.771,23.17,441.6
9.04672,7.45433,463.423,23.17,440.26
9.04969,7.45352,456.109,23.17,432.94
9.04922,7.45218,450.182,23.17,427.01
9.0481,7.45053,454.58,23.17,431.41
9.05099,7.45212,453.115,23.17,429.94
9.04647,7.44984,462.576,23.17,439.41
9.04728,7.44944,456.613,23.17,433.44
9.04852,7.44871,453.84,23.17,430.67
9.04973,7.44862,454.236,23.17,431.06
9.0491,7.44515,461.711,23.17,438.54
9.04915,7.44388,461.489,23.17,438.32
9.04918,7.44225,458.708,23.17,435.54
9.05301,7.44154,453.504,23.17,430.33
9.05252,7.44305,455.748,23.17,432.57
9.05185,7.44483,453.759,23.17,430.59
9.05077,7.44348,459.25,23.17,436.08
9.048,7.44392,462.745,23.17,439.57
9.04685,7.44292,455.6,23.17,432.43
9.04649,7.44106,448.886,23.17,425.71
9.04603,7.4398,451.781,23.17,428.61
9.04609,7.4385,461.634,23.17,438.46
9.04726,7.43828,448.904,23.17,425.73
9.04774,7.43759,445.491,23.17,422.32
9.04891,7.43992,446.71,23.17,423.54
9.04875,7.43782,442.09,23.17,418.92
9.04864,7.4367,442.128,23.17,418.95
9.04846,7.43512,436.087,23.17,412.91
9.0477,7.43333,435.806,23.17,412.63
9.04712,7.43203,434.545,23.17,411.37
9.04979,7.43058,428.041,23.18,404.87
9.05155,7.43099,437.324,23.18,414.15
9.05337,7.43121,445.427,23.18,422.25
9.05493,7.4314,448.014,23.18,424.84
9.05676,7.43154,443.6,23.18,420.42
9.0577,7.4319,436.455,23.18,413.28
9.0596,7.43196,440.781,23.18,417.6
9.06139,7.43242,446.686,23.18,423.51
9.04344,7.43472,450.644,23.17,427.47
9.04355,7.43555,450.658,23.17,427.49
9.04387,7.43892,455.289,23.17,432.12
9.04388,7.4402,460.232,23.17,437.06
9.04301,7.43863,453.265,23.17,430.09
9.04209,7.43883,453.356,23.17,430.19
9.04007,7.43853,463.441,23.17,440.27
9.03944,7.44057,471.508,23.17,448.34
9.04008,7.44206,471.744,23.17,448.58
9.04134,7.442,472.642,23.17,449.47
9.04177,7.44289,473.65,23.17,450.48
9.06219,7.43374,446.915,23.18,423.73
9.06263,7.43483,443.7,23.18,420.52
9.06353,7.43907,441.853,23.18,418.67
9.06181,7.4361,437.98,23.18,414.8
9.06023,7.43598,437.51,23.18,414.33
9.05904,7.43535,437.845,23.18,414.67
9.05827,7.43507,433.244,23.18,410.07
9.05674,7.43459,435.865,23.18,412.69
9.05535,7.4344,440.504,23.18,417.33
9.05345,7.43437,439.598,23.18,416.42
9.05285,7.43384,440.421,23.18,417.24
9.04745,6.61455,439.672,23.4,416.27
9.04942,7.43449,433.712,23.17,410.54
9.05395,7.43346,445.32,23.18,422.14
9.05433,7.43231,447.932,23.18,424.75
9.05518,7.42988,448.329,23.18,425.15
9.05621,7.43644,429.492,23.18,406.31
9.05615,7.43747,437.328,23.18,414.15
9.05615,7.43836,441.176,23.18,418
9.05644,7.43975,444.623,23.18,421.45
9.05598,7.44107,447.563,23.18,424.39
9.05537,7.44263,449.163,23.18,425.99
9.05471,7.44381,450.903,23.18,427.73
9.05407,7.44527,446.173,23.17,423
9.05052,7.43838,440.702,23.17,417.53
9.05161,7.4381,441.357,23.17,418.18
9.05266,7.43898,444.908,23.18,421.73
9.05233,7.43684,435.707,23.18,412.53
9.05509,7.43974,447.408,23.18,424.23
9.05755,7.43995,440.896,23.18,417.72
9.06008,7.4408,436.751,23.18,413.57
9.05938,7.44893,465.331,23.18,442.15
9.05974,7.44978,467.518,23.18,444.34
9.05979,7.45122,472.268,23.18,449.09
9.06018,7.45227,471.23,23.18,448.05
9.06098,7.45219,482.108,23.18,458.93
9.05799,7.44781,454.947,23.18,431.77
9.05761,7.449,456.772,23.18,433.6
9.05701,7.45038,455.847,23.17,432.67
9.05689,7.4512,455.104,23.17,431.93
9.05668,7.45203,452.254,23.17,429.08
9.05667,7.45342,447.286,23.17,424.11
9.0607,7.44157,439.64,23.18,416.46
9.06007,7.44433,447.127,23.18,423.95
9.05981,7.44554,450.665,23.18,427.49
9.0219,7.56385,439.178,23.01,416.17
9.02117,7.5665,428.546,23.01,405.54
9.02092,7.56889,438.87,23,415.87
9.02175,7.57054,349.344,23,326.35
9.02349,7.57333,430.646,22.99,407.65
9.02538,7.57691,432.545,22.99,409.56
9.02625,7.57913,435.606,22.98,412.62
9.02737,7.58011,440.718,22.98,417.74
9.02241,7.57181,434.674,23,411.68
9.01959,7.57277,426.793,22.99,403.8
9.01535,7.57406,418.516,22.98,395.53
9.01331,7.57489,413.997,22.98,391.02
9.00995,7.57446,416.528,22.98,393.55
8.99299,7.57157,404.364,22.97,381.4
8.99697,7.57162,400.536,22.97,377.57
8.9976,7.56841,413.667,22.98,390.69
9.00007,7.56502,424.209,22.99,401.22
8.99626,7.56266,415.206,22.99,392.21
8.9994,7.55843,424.351,23,401.35
9.00253,7.56201,429.705,23,406.7
9.00373,7.56423,421.73,23,398.73
9.00669,7.56575,418.249,23,395.25
9.01,7.56543,431.172,23,408.17
9.00918,7.57513,417.146,22.98,394.17
9.00801,7.57492,414.487,22.98,391.51
9.01887,7.43857,448.582,23.17,425.42
9.01945,7.4394,455.2,23.17,432.03
9.02005,7.4401,459.26,23.17,436.09
9.02142,7.44171,469.217,23.16,446.05
9.02257,7.44307,472.872,23.16,449.71
9.02387,7.44182,466.123,23.16,442.96
9.02525,7.44049,459.433,23.17,436.27
9.02615,7.43963,456.334,23.17,433.17
9.02696,7.43888,456.25,23.17,433.08
9.02693,7.44374,403.738,23.16,380.57
9.0262,7.4429,465.058,23.16,441.89
9.02523,7.44229,463.916,23.16,440.75
9.02463,7.44272,465.96,23.16,442.8
9.02432,7.44353,469.619,23.16,446.45
9.02488,7.44428,470.41,23.16,447.25
9.02522,7.44528,467.701,23.16,444.54
9.02331,7.44661,467.26,23.16,444.1
9.02251,7.44571,471.991,23.16,448.83
9.02139,7.44444,474.602,23.16,451.44
9.02039,7.4433,475.792,23.16,452.63
9.01944,7.44222,468.921,23.16,445.76
9.01849,7.44079,460.203,23.16,437.04
9.01719,7.43864,457.76,23.17,434.59
9.11036,7.47808,557.308,23.23,534.08
9.10939,7.47759,554.942,23.23,531.71
9.10862,7.47702,553.865,23.23,530.64
9.10839,7.47785,551.786,23.23,528.56
9.10811,7.47978,551.475,23.23,528.25
9.1131,7.47003,527.093,23.23,503.86
9.11266,7.46934,523.494,23.23,500.26
9.11221,7.46867,523.496,23.23,500.26
9.111,7.46864,523.293,23.23,500.06
9.11129,7.46937,522.758,23.23,499.53
9.11175,7.47053,520.792,23.23,497.56
9.11225,7.47164,525.784,23.23,502.55
9.11284,7.47266,532.597,23.23,509.36
9.11176,7.47549,559.322,23.23,536.09
9.11066,7.47571,557.102,23.23,533.87
9.11,7.47592,555.164,23.23,531.93
9.10893,7.4764,554.216,23.23,530.99
9.10795,7.47668,550.868,23.23,527.64
9.10617,7.47721,541.658,23.22,518.43
9.10627,7.47825,535.119,23.22,511.9
9.03047,7.44146,449.909,23.17,426.74
9.03085,7.44266,454.716,23.17,431.55
9.03156,7.44373,459.508,23.17,436.34
9.03227,7.4449,464.415,23.17,441.25
9.03296,7.44601,466.418,23.17,443.25
9.03363,7.44712,468.911,23.17,445.75
9.03473,7.44871,476.605,23.17,453.44
9.03579,7.44984,481.306,23.16,458.14
9.03705,7.45036,487.995,23.17,464.83
9.03834,7.45101,490.302,23.17,467.14
9.03947,7.45183,485.473,23.17,462.31
9.04014,7.45296,480.874,23.17,457.71
9.04052,7.45427,482.494,23.17,459.33
9.04089,7.45559,485.673,23.16,462.51
9.04119,7.45666,485.753,23.16,462.59
9.04146,7.45762,483.757,23.16,460.59
9.04249,7.45728,483.709,23.16,460.54
9.0436,7.45678,481.338,23.17,458.17
9.0449,7.45625,477.813,23.17,454.65
9.04482,7.45497,469.26,23.17,446.09
9.04464,7.45281,463.774,23.17,440.61
9.04453,7.45129,470.729,23.17,447.56
9.04468,7.45085,471.679,23.17,448.51
9.04411,7.44973,473.976,23.17,450.81
9.04322,7.44846,474.864,23.17,451.7
9.04301,7.44686,471.896,23.17,448.73
9.04273,7.44561,473.176,23.17,450.01
9.02741,7.43365,447.519,23.17,424.35
9.02875,7.43325,438.379,23.17,415.21
9.02853,7.43175,436.228,23.17,413.06
9.02831,7.43026,431.559,23.17,408.39
9.02924,7.43025,433.799,23.17,410.63
9.02964,7.4318,439.318,23.17,416.15
9.02992,7.43341,442.243,23.17,419.07
9.03018,7.43485,443.54,23.17,420.37
9.03035,7.43631,446.589,23.17,423.42
9.03054,7.43799,448.78,23.17,425.61
9.03114,7.43906,451.888,23.17,428.72
9.0297,7.43091,437.351,23.17,414.18
9.03012,7.43193,441.75,23.17,418.58
9.03086,7.4327,444.792,23.17,421.62
9.03179,7.43393,447.175,23.17,424.01
9.03363,7.43489,449.593,23.17,426.42
9.03464,7.43554,451.574,23.17,428.41
9.03347,7.43592,454.295,23.17,431.13
9.03261,7.43451,449.094,23.17,425.93
9.03296,7.43283,440.418,23.17,417.25
9.03277,7.43127,435.472,23.17,412.3
9.03237,7.42994,431.231,23.17,408.06
9.03226,7.42858,430.224,23.17,407.05
9.03421,7.42592,425.168,23.17,402
9.03451,7.42709,431.441,23.17,408.27
9.03479,7.42815,435.726,23.17,412.56
9.0352,7.42944,439.127,23.17,415.96
9.03564,7.43089,441.785,23.17,418.61
9.10498,7.46442,494.501,23.22,471.28
9.03605,7.43217,445.922,23.17,422.75
9.10626,7.46452,500.484,23.22,477.26
9.1075,7.46461,502.592,23.23,479.37
9.10764,7.4664,513.585,23.23,490.36
9.10797,7.46402,499.225,23.23,476
9.1094,7.46351,499.265,23.23,476.04
9.11105,7.46292,500.748,23.23,477.52
9.11227,7.46256,504.101,23.23,480.87
9.11256,7.46337,506.066,23.23,482.83
9.11284,7.46414,507.584,23.23,484.35
9.11268,7.46525,510.675,23.23,487.44
9.11336,7.4659,514.852,23.23,491.62
9.11362,7.46683,519.396,23.23,496.16
9.11398,7.46576,516.187,23.24,492.95
9.11423,7.46716,523.195,23.24,499.96
9.11398,7.46446,512.054,23.24,488.82
9.11357,7.46344,509.812,23.23,486.58
9.11323,7.46258,505.22,23.23,481.99
9.11307,7.46181,499.974,23.23,476.74
9.11288,7.46089,498.057,23.23,474.82
9.11487,7.46325,511.078,23.24,487.84
9.11405,7.4629,507.675,23.24,484.44
9.11391,7.46145,502.585,23.23,479.35
9.11512,7.46104,508.226,23.24,484.99
9.11507,7.45999,508.495,23.24,485.26
9.11502,7.45885,508.67,23.24,485.43
9.04059,7.4413,472.08,23.17,448.91
9.03963,7.44003,469.251,23.17,446.08
9.03847,7.43784,463.356,23.17,440.19
9.03793,7.43643,454.267,23.17,431.1
9.03774,7.44122,466.97,23.17,443.8
9.03679,7.4414,464.59,23.17,441.42
9.03621,7.44029,463.414,23.17,440.25
9.03555,7.43911,466.189,23.17,443.02
9.03492,7.43796,466.092,23.17,442.92
9.03828,7.44251,466.977,23.17,443.81
9.03888,7.44394,468.319,23.17,445.15
9.03953,7.44548,474.599,23.17,451.43
9.03826,7.44602,473.514,23.17,450.35
9.03702,7.44655,472.813,23.17,449.65
9.03596,7.44699,471.935,23.17,448.77
9.0353,7.44852,479.227,23.17,456.06
9.03001,7.44247,452.761,23.17,429.6
9.03074,7.44358,458.877,23.17,435.71
9.03144,7.44472,462.849,23.17,439.68
9.03212,7.44586,468.106,23.17,444.94
9.03277,7.44698,470.325,23.17,447.16
9.03359,7.44826,472.618,23.16,449.45
9.03397,7.45004,476.708,23.16,453.54
9.03363,7.45254,464.606,23.16,441.44
9.0333,7.45425,462.871,23.16,439.71
9.02739,7.447,471.092,23.16,447.93
9.02816,7.4481,473.284,23.16,450.12
9.02924,7.44965,472.502,23.16,449.34
9.03002,7.45075,472.975,23.16,449.81
9.03134,7.44996,476.632,23.16,453.47
9.03269,7.44914,475.692,23.16,452.53
9.03322,7.44868,474.271,23.16,451.11
9.03372,7.45582,466.887,23.16,443.72
9.03418,7.45736,470.946,23.16,447.78
9.03462,7.45908,476.765,23.16,453.6
9.03503,7.46048,479.893,23.16,456.73
9.03548,7.46198,482.725,23.16,459.57
9.03312,7.46375,483.885,23.16,460.73
9.03212,7.46443,481.081,23.16,457.92
9.03102,7.46243,477.87,23.16,454.71
9.03027,7.46071,482.193,23.16,459.03
9.02951,7.45966,484.782,23.16,461.62
9.02878,7.45867,480.931,23.16,457.77
9.02824,7.45793,476.594,23.16,453.43
9.02767,7.45717,472.524,23.16,449.36
9.02656,7.455,465.439,23.16,442.28
9.02572,7.45328,464.262,23.16,441.1
9.02509,7.45203,461.286,23.16,438.12
9.02438,7.45058,451.397,23.16,428.24
9.0082,7.41937,443.959,23.17,420.79
9.00995,7.42034,437.869,23.17,414.7
9.01118,7.42212,438.441,23.17,415.27
9.01317,7.42336,443.318,23.17,420.15
9.01379,7.42458,447.303,23.17,424.13
9.01554,7.42559,441.533,23.17,418.36
9.01758,7.42825,453.997,23.17,430.83
9.01887,7.42864,453.999,23.17,430.83
9.0199,7.43034,448.982,23.17,425.81
9.02142,7.43095,441.763,23.17,418.59
9.01108,7.42298,442.103,23.17,418.93
9.01016,7.42411,445.116,23.17,421.95
9.00942,7.42502,439.29,23.17,416.12
9.00833,7.42635,440.388,23.17,417.22
9.00768,7.42714,445.771,23.17,422.6
9.01667,7.42909,457.368,23.17,434.2
9.01561,7.43008,462.756,23.17,439.59
9.0145,7.43101,462.105,23.17,438.94
9.01372,7.43167,460.976,23.17,437.81
9.01452,7.43277,462.95,23.17,439.78
9.01555,7.43358,465.061,23.17,441.89
9.01638,7.43427,462.479,23.17,439.31
9.10964,7.45338,460.977,23.23,437.75
9.10373,7.46212,480.759,23.22,457.54
9.10399,7.46063,481.192,23.22,457.97
9.10415,7.45967,480.183,23.22,456.96
9.10436,7.45812,478.078,23.22,454.86
9.10456,7.45644,477.322,23.22,454.1
9.10569,7.45553,477.428,23.22,454.21
9.10672,7.45646,480.629,23.22,457.4
9.10727,7.45935,485.114,23.23,461.89
9.10675,7.46108,485.827,23.22,462.6
9.11089,7.45851,493.104,23.23,469.87
9.10959,7.4579,490.056,23.23,466.83
9.1084,7.45741,486.136,23.23,462.91
9.1088,7.45613,484.654,23.23,461.43
9.10921,7.45478,484.488,23.23,461.26
9.10183,7.4499,465.007,23.22,441.79
9.09978,7.46378,489.592,23.22,466.38
9.09966,7.46231,486.558,23.21,463.34
9.10083,7.46233,487.797,23.22,464.58
9.10091,7.46079,484.553,23.22,461.34
9.101,7.45901,480.999,23.22,457.78
9.10106,7.45788,477.811,23.22,454.59
9.10136,7.45645,471.832,23.22,448.62
9.10171,7.45472,471.505,23.22,448.29
9.10314,7.45364,471.616,23.22,448.4
9.10419,7.45355,472.913,23.22,449.69
9.10573,7.45408,476.203,23.22,452.98
9.10728,7.45462,479.374,23.22,456.15
9.10802,7.45344,479.402,23.23,456.18
9.10294,7.45043,466.853,23.22,443.63
9.10246,7.45216,467.976,23.22,444.76
9.10192,7.45389,470.103,23.22,446.89
9.10023,7.45233,466.595,23.21,443.38
9.09564,7.45128,469.022,23.21,445.81
9.09573,7.45286,473.321,23.21,450.11
9.09507,7.4557,479.264,23.21,456.06
9.09436,7.45696,480.527,23.21,457.32
9.09532,7.45807,476.488,23.21,453.28
9.09619,7.45907,473.67,23.21,450.46
9.09463,7.45977,479.863,23.21,456.65
9.09523,7.47276,495.945,23.21,472.74
9.09318,7.47203,499.597,23.21,476.39
9.09347,7.47044,496.079,23.21,472.87
9.09372,7.46907,495.214,23.21,472.01
9.09397,7.46766,493.543,23.21,470.34
9.09415,7.46666,491.141,23.21,467.93
9.09451,7.46468,488.121,23.21,464.91
9.09473,7.46265,484.428,23.21,461.22
9.09626,7.46256,474.766,23.21,451.56
9.0986,7.46268,484.311,23.21,461.1
9.09863,7.46106,481.116,23.21,457.9
9.09867,7.4594,477.833,23.21,454.62
9.09869,7.45788,473.986,23.21,450.77
9.09876,7.45563,469.302,23.21,446.09
9.09883,7.45341,466.119,23.21,442.91
9.09907,7.45218,465.413,23.21,442.2
9.09647,7.47435,499.139,23.21,475.93
9.09775,7.47456,508.037,23.21,484.83
9.09827,7.47381,508.167,23.21,484.95
9.09867,7.47312,507.008,23.21,483.79
9.09973,7.47398,511.226,23.21,488.01
9.10097,7.47496,515.891,23.22,492.67
9.10233,7.47602,518.323,23.22,495.1
9.0996,7.46727,486.981,23.21,463.77
9.10084,7.46687,490.708,23.22,467.49
9.10218,7.46644,496.312,23.22,473.09
9.10259,7.46813,479.212,23.22,455.99
9.10395,7.46914,503.544,23.22,480.32
9.10537,7.46974,508.346,23.22,485.12
9.055,7.4116,429.913,23.18,406.73
9.05307,7.41165,426.954,23.18,403.78
9.05485,7.41338,423.49,23.18,400.31
9.05295,7.41322,420.597,23.18,397.42
9.05111,7.41335,419.366,23.18,396.19
9.04958,7.41324,418.707,23.18,395.53
9.04772,7.41303,413.025,23.18,389.85
9.04215,7.41328,412.791,23.18,389.62
9.04038,7.41331,411.451,23.18,388.28
9.03861,7.41332,409.925,23.18,386.75
9.03678,7.41332,413.595,23.17,390.42
9.03495,7.41314,408.603,23.17,385.43
9.03499,7.41516,418.478,23.17,395.3
9.03674,7.41491,410.806,23.17,387.63
9.04051,7.41538,420.071,23.17,396.9
9.04948,7.41511,424.65,23.18,401.47
9.05121,7.41506,417.851,23.18,394.67
9.0549,7.41496,421.131,23.18,397.95
9.05667,7.41493,428.57,23.18,405.39
9.05679,7.41868,425.31,23.18,402.13
9.05305,7.4168,423.157,23.18,399.98
9.05127,7.41678,423.333,23.18,400.16
9.04948,7.41688,430.535,23.18,407.36
9.04768,7.41692,429.414,23.18,406.24
9.0459,7.41693,425.995,23.18,402.82
9.04045,7.41698,425.171,23.17,402
9.03859,7.41697,425.172,23.17,402
9.03676,7.41695,424.013,23.17,400.84
9.03684,7.4188,430.968,23.17,407.79
9.03862,7.41882,427.84,23.17,404.67
9.04049,7.41871,429.94,23.17,406.77
9.04223,7.41878,429.558,23.17,406.38
9.0441,7.41876,428.556,23.18,405.38
9.04586,7.41873,437.019,23.18,413.84
9.0477,7.41876,436.67,23.18,413.49
9.0513,7.41876,429.469,23.18,406.29
9.05311,7.41874,429.214,23.18,406.04
9.0549,7.41868,424.648,23.18,401.47
9.05494,7.42237,433.113,23.18,409.93
9.05308,7.41148,434.235,23.18,411.06
9.05128,7.42055,435.895,23.18,412.72
9.04768,7.42058,440.437,23.18,417.26
9.04588,7.42057,439.742,23.18,416.57
9.04406,7.42057,439.143,23.17,415.97
9.04225,7.42056,437.427,23.17,414.25
9.03874,7.42069,424.303,23.17,401.13
9.03694,7.42272,418.275,23.17,395.1
9.04412,7.42238,433.964,23.17,410.79
9.04952,7.42239,411.542,23.18,388.37
9.04049,7.42059,429.165,23.17,405.99
9.05852,7.42416,444.347,23.18,421.17
9.05674,7.42416,439.41,23.18,416.23
9.05485,7.42416,437.22,23.18,414.04
9.05132,7.42419,442.072,23.18,418.9
9.04952,7.4242,438.577,23.18,415.4
9.0477,7.42418,438.382,23.18,415.21
9.04589,7.42416,434.517,23.17,411.34
9.04408,7.42421,428.524,23.17,405.35
9.03862,7.42419,417.767,23.17,394.59
9.03686,7.42424,425.109,23.17,401.94
9.03685,7.42606,430.779,23.17,407.61
9.03874,7.42601,426.462,23.17,403.29
9.04047,7.42608,423.678,23.17,400.51
9.04227,7.42627,420.242,23.17,397.07
9.0441,7.42599,423.079,23.17,399.91
9.04587,7.42597,428.165,23.17,404.99
9.04768,7.42601,430.575,23.18,407.4
9.04952,7.42607,423.109,23.18,399.93
9.05129,7.42599,439.618,23.18,416.44
9.05496,7.42605,440.61,23.18,417.43
9.05672,7.42602,437.861,23.18,414.68
9.05856,7.42601,455.767,23.18,432.59
9.05672,7.4205,427.412,23.18,404.23
9.05134,7.42782,436.17,23.18,412.99
9.04949,7.42783,427.447,23.18,404.27
9.04764,7.42784,421.937,23.17,398.76
9.04225,7.42785,428.415,23.17,405.24
9.04046,7.42787,431.689,23.17,408.52
9.03668,7.42789,437.019,23.17,413.85
9.03683,7.4297,443.558,23.17,420.39
9.04048,7.42971,438.409,23.17,415.24
9.04228,7.42971,427.064,23.17,403.89
9.04411,7.42966,433.342,23.17,410.17
9.04762,7.42968,423.068,23.17,399.89
9.0495,7.42968,426.25,23.18,403.07
9.05134,7.4296,431.375,23.18,408.2
9.04413,7.43148,441.059,23.17,417.89
9.0423,7.4315,433.166,23.17,409.99
9.04047,7.43142,433.256,23.17,410.08
9.0387,7.43335,449.978,23.17,426.81
932,508,445.313,-108,553.31
9.11228,7.47849,566.478,23.23,543.25
9.11313,7.47669,560.984,23.23,537.75
9.11446,7.47447,545.216,23.24,521.98
9.11533,7.47233,537.431,23.24,514.19
9.11495,7.4698,528.081,23.24,504.84
9.11534,7.4681,529.421,23.24,506.18
9.11556,7.465,520.452,23.24,497.21
9.1156,7.46355,513.859,23.24,490.62
9.11554,7.4609,511.507,23.24,488.27
9.11552,7.45916,511.345,23.24,488.11
9.11592,7.45718,510.651,23.24,487.41
9.11617,7.45443,505.886,23.24,482.65
9.11549,7.45117,494.133,23.24,470.9
9.11555,7.4488,486.859,23.24,463.62
9.11562,7.44533,481.043,23.24,457.81
9.11558,7.44226,482.78,23.23,459.55
9.11573,7.44028,479.784,23.23,456.55
9.11557,7.43781,470.357,23.23,447.12
9.11556,7.43458,468.533,23.23,445.3
9.11562,7.43232,474.164,23.23,450.93
9.11554,7.42949,477.349,23.23,454.12
9.11579,7.42696,483.06,23.23,459.83
9.11599,7.42427,488.145,23.23,464.91
9.11672,7.42057,486.921,23.23,463.69
9.11648,7.41756,489.422,23.23,466.19
9.11685,7.41525,492.445,23.23,469.21
9.117,7.41243,491.089,23.23,467.86
9.11705,7.41012,492.036,23.23,468.8
9.11747,7.40705,492.372,23.23,469.14
9.11733,7.40413,492.212,23.23,468.98
9.11827,7.40204,495.078,23.23,471.84
9.1182,7.39925,496.345,23.23,473.11
9.11855,7.39666,486.059,23.23,462.83
9.11884,7.39429,471.005,23.23,447.77
9.11914,7.39206,473.426,23.23,450.19
9.11962,7.38931,468.585,23.24,445.35
9.11998,7.38672,471.043,23.24,447.81
9.12028,7.38447,470.346,23.24,447.11
9.1206,7.382,467.064,23.24,443.83
9.12104,7.38029,462.705,23.24,439.47
9.12149,7.37694,466.703,23.24,443.46
9.12216,7.37555,470.824,23.24,447.58
9.12451,7.37174,467.436,23.24,444.19
9.12583,7.36942,466.962,23.25,443.72
9.12698,7.36759,466.224,23.25,442.98
9.12859,7.36575,459.802,23.25,436.55
9.12964,7.364,458.832,23.25,435.58
9.1308,7.3619,452.631,23.25,429.38
9.13183,7.36029,442.827,23.25,419.57
9.13301,7.35858,450.458,23.26,427.2
9.1345,7.35614,452.116,23.26,428.86
9.13532,7.35493,451.837,23.26,428.58
9.13629,7.35349,444.878,23.26,421.62
9.13884,7.35265,444.442,23.27,421.18
9.13825,7.35153,438.798,23.26,415.53
9.13911,7.3502,436.47,23.27,413.2
9.14052,7.34736,427.578,23.27,404.31
9.14269,7.3456,427.703,23.27,404.43
9.1433,7.3427,426.151,23.27,402.88
9.14327,7.34078,433.703,23.27,410.43
9.1426,7.33909,438.395,23.27,415.12
9.14046,7.33693,426.498,23.27,403.23
9.14242,7.33622,418.969,23.27,395.69
9.14215,7.3344,412.513,23.27,389.24
9.14196,7.33305,406.58,23.28,383.3
9.14177,7.33115,414.321,23.28,391.04
9.14149,7.32912,429.023,23.28,405.75
9.14133,7.32815,421.591,23.28,398.31
9.14091,7.32552,420.363,23.28,397.09
9.14054,7.32281,418.882,23.28,395.6
9.14026,7.32071,415.133,23.28,391.85
9.13998,7.31872,411.508,23.28,388.23
9.13967,7.31654,418.167,23.28,394.89
9.13974,7.31481,414.688,23.28,391.41
9.13941,7.31277,417.386,23.28,394.1
9.13891,7.31065,419.184,23.28,395.9
9.13859,7.30816,419.992,23.28,396.71
9.13823,7.30566,412.908,23.28,389.62
9.13798,7.30367,416.101,23.29,392.82
9.13759,7.30149,413.783,23.29,390.5
9.13732,7.30026,414.446,23.29,391.16
9.1371,7.29898,415.675,23.29,392.39
9.13674,7.29665,412.62,23.29,389.33
9.13641,7.29408,406.443,23.29,383.15
9.13611,7.29165,397.575,23.29,374.29
9.1358,7.28902,392.643,23.29,369.35
9.13523,7.28594,408.249,23.29,384.96
9.13483,7.28378,417.669,23.29,394.38
9.13399,7.28155,406.501,23.29,383.21
9.13332,7.27982,406.758,23.29,383.47
9.13197,7.27857,406.027,23.29,382.74
9.13059,7.2771,402.576,23.29,379.29
9.13158,7.27576,405.13,23.29,381.84
9.12919,7.27581,397.47,23.29,374.18
9.12944,7.27341,397.111,23.29,373.82
9.12755,7.27436,396.926,23.29,373.64
9.12547,7.27226,388.07,23.29,364.78
9.12376,7.27069,382.627,23.28,359.34
9.1224,7.26912,380.275,23.28,356.99
9.12063,7.26752,373.635,23.28,350.35
9.11903,7.26614,371.982,23.28,348.7
9.117,7.26423,362.59,23.28,339.31
9.1152,7.26272,361.64,23.28,338.36
9.11354,7.26135,362.346,23.28,339.07
9.11172,7.25949,366.744,23.27,343.47
9.10971,7.25746,365.915,23.27,342.64
9.10805,7.25594,365.971,23.27,342.7
