Latitude,Longitude,Ellps Height (m),Geoid Height (m),Ortho Height (m)
9.05703,7.50889,497.737,23.14,474.59
9.05572,7.50687,488.813,23.14,465.67
9.05509,7.50583,493.271,23.14,470.13
9.05414,7.5048,493.002,23.14,469.86
9.05342,7.50367,488.109,23.14,464.96
9.05255,7.50198,496.819,23.15,473.67
9.05171,7.50067,497.888,23.15,474.74
9.07932,7.45975,486.834,23.19,463.64
9.08044,7.46126,485.917,23.19,462.73
9.08206,7.4632,484.611,23.19,461.42
9.08352,7.46446,495.089,23.19,471.9
9.08457,7.46613,513.735,23.2,490.54
9.08544,7.46774,504.3,23.2,481.1
9.0864,7.46937,512.929,23.2,489.73
9.08816,7.47178,514.306,23.2,491.11
9.08937,7.47287,512.538,23.2,489.34
9.09111,7.47528,508.53,23.2,485.33
9.09323,7.47727,513.103,23.21,489.9
9.09502,7.47801,511.714,23.21,488.51
9.09697,7.4779,523.73,23.21,500.52
9.09892,7.4783,514.778,23.21,491.57
9.10114,7.47919,524.236,23.22,501.02
9.10318,7.47987,535.887,23.22,512.67
9.10489,7.48087,546.834,23.22,523.61
9.10819,7.48338,570.197,23.23,546.97
9.10896,7.48838,574.141,23.23,550.92
9.06908,7.49959,479.817,23.16,456.66
9.06785,7.49764,478.489,23.16,455.33
9.06697,7.4961,480.962,23.16,457.8
9.06546,7.49524,482.742,23.16,459.58
9.06399,7.4944,482.124,23.16,458.96
9.06231,7.49357,478.763,23.16,455.6
9.06099,7.4915,473.779,23.16,450.62
9.03375,7.46593,486.846,23.16,463.69
9.03663,7.46158,479.89,23.16,456.73
9.03823,7.45944,479.732,23.16,456.57
9.04051,7.45847,479.87,23.16,456.71
9.04187,7.45757,485.267,23.16,462.1
9.04462,7.45582,475.537,23.17,452.37
9.0633,7.48681,484.287,23.16,461.12
9.07122,7.36599,429.156,23.19,405.96
9.07223,7.36598,429.308,23.19,406.11
9.07453,7.36439,438.15,23.2,414.95
9.07568,7.36329,442.523,23.2,419.33
9.07825,7.36401,440.544,23.2,417.35
9.08226,7.36326,446.502,23.2,423.3
9.08354,7.36282,441.05,23.2,417.85
9.08553,7.36197,431.419,23.2,408.22
9.08814,7.36568,436.492,23.2,413.29
9.08875,7.36712,443.151,23.2,419.95
9.08806,7.36929,444.038,23.2,420.83
9.08694,7.37117,444.139,23.2,420.94
9.0874,7.37281,441.257,23.2,418.05
9.08771,7.37466,433.553,23.2,410.35
9.08808,7.37648,424.319,23.2,401.12
9.08886,7.37784,422.08,23.2,398.88
9.0887,7.38029,430.028,23.2,406.83
9.08808,7.38156,435.861,23.2,412.66
9.08761,7.38333,439.284,23.2,416.08
9.08709,7.38561,444.168,23.2,420.97
9.08698,7.38709,451.723,23.2,428.52
9.08846,7.39071,455.114,23.2,431.91
9.09,7.39233,451.867,23.2,428.66
9.07974,7.39223,447.16,23.19,423.97
9.07616,7.3917,441.062,23.19,417.87
9.07441,7.38923,433.331,23.19,410.14
9.07248,7.38781,425.773,23.19,402.58
9.0693,7.38925,429.507,23.19,406.32
9.06799,7.38931,434.617,23.19,411.43
9.06688,7.38888,433.486,23.19,410.3
9.06484,7.38802,418.101,23.19,394.91
9.06182,7.38735,425.016,23.19,401.83
9.06581,7.37775,407.515,23.19,384.33
9.06865,7.37711,403.802,23.19,380.61
9.07163,7.37748,404.883,23.19,381.69
9.07483,7.37761,409.057,23.19,385.86
9.07799,7.3788,417.178,23.2,393.98
9.08003,7.37934,422.245,23.2,399.05
9.0826,7.3808,433.127,23.2,409.93
9.086,7.37986,427.283,23.2,404.08
9.08763,7.3799,432.271,23.2,409.07
9.06292,7.3666,430.246,23.19,407.05
9.06006,7.36683,422.884,23.19,399.69
9.05715,7.36707,424.578,23.19,401.39
9.05528,7.36804,425.26,23.19,402.07
9.05253,7.36829,428.26,23.19,405.07
9.05045,7.3685,430.521,23.19,407.33
9.06648,7.34875,407.218,23.2,384.02
9.06552,7.35235,407.921,23.2,384.73
9.06295,7.35075,400.18,23.19,376.99
9.06052,7.34766,397.662,23.19,374.47
9.05814,7.34703,398.045,23.19,374.85
9.05431,7.34752,399.208,23.19,376.01
9.05249,7.34864,402.796,23.19,379.6
9.04941,7.34681,392.271,23.19,369.08
9.0456,7.3461,389.021,23.19,365.83
9.04171,7.34662,398.495,23.19,375.3
9.04054,7.3484,396.862,23.19,373.67
9.05742,7.39216,426.885,23.18,403.7
9.05468,7.39147,419.953,23.18,396.77
9.05139,7.39042,413.048,23.18,389.86
9.05051,7.38901,410.955,23.18,387.77
9.04777,7.38644,398.858,23.18,375.67
9.04642,7.38582,401.316,23.18,378.13
9.04374,7.38679,406.183,23.18,383
9.04177,7.38789,412.412,23.18,389.23
9.03869,7.38869,412.125,23.18,388.94
9.03368,7.38764,434.697,23.18,411.51
9.0347,7.38502,406.506,23.18,383.32
9.03639,7.38005,436.682,23.18,413.5
9.03584,7.37254,393.508,23.19,370.32
9.03738,7.37167,397.172,23.19,373.99
9.03894,7.36779,403.683,23.19,380.5
9.03745,7.36367,418.469,23.19,395.28
9.03493,7.36096,404.481,23.19,381.29
9.03737,7.35651,401.065,23.19,377.88
9.03913,7.35183,396.809,23.19,373.62
9.05167,7.32875,381.519,23.2,358.32
9.0534,7.32883,382.87,23.2,359.67
9.05538,7.32899,381.644,23.2,358.45
9.05749,7.32889,379.864,23.2,356.66
9.0625,7.32793,405.241,23.2,382.04
9.06719,7.3282,363.178,23.2,339.98
9.06995,7.33019,371.993,23.2,348.79
9.07381,7.32997,371.575,23.21,348.37
9.07594,7.33022,379.038,23.21,355.83
9.07637,7.3336,376.326,23.2,353.12
9.07512,7.33704,386.263,23.2,363.06
9.07389,7.33845,386.596,23.2,363.39
9.07286,7.3404,383.124,23.2,359.92
9.07294,7.34274,378.449,23.2,355.25
9.07081,7.34319,384.811,23.2,361.61
9.06993,7.34481,392.877,23.2,369.68
9.06854,7.3486,403.397,23.2,380.2
8.80874,7.02978,184.688,23.36,161.33
8.80446,7.02273,183.367,23.35,160.02
8.80048,7.01602,181.956,23.34,158.61
8.79538,7.00797,176.825,23.33,153.49
8.79153,7.00368,178.47,23.33,155.14
8.78851,7.00084,179.386,23.32,156.06
8.78037,6.99287,176.137,23.32,152.82
8.77018,6.9832,189.834,23.31,166.52
8.76712,6.98008,193.446,23.31,170.13
8.76007,6.97332,180.569,23.31,157.26
8.75437,6.96772,185.675,23.3,162.37
8.75123,6.96475,180.692,23.3,157.39
8.74644,6.96014,170.429,23.3,147.13
8.73944,6.96239,169.292,23.31,145.98
8.73528,6.96294,160.984,23.32,137.66
8.73046,6.96374,165.916,23.33,142.58
8.72522,6.96483,169.355,23.35,146.01
8.81381,7.03869,190.089,23.37,166.72
8.80796,7.04337,208.807,23.39,185.42
8.81105,7.05198,201.26,23.4,177.86
8.80802,7.05741,208.39,23.42,184.97
8.80341,7.06216,220.096,23.44,196.66
8.79555,7.07636,345.09,23.48,321.61
8.7965,7.09137,229.916,23.5,206.42
8.79484,7.10416,298.93,23.51,275.42
8.80401,7.11378,233.18,23.51,209.67
8.80452,7.11856,244.228,23.51,220.72
8.80816,7.12448,313.46,23.51,289.95
8.80126,7.13952,260.543,23.53,237.01
8.79858,7.14809,267.67,23.54,244.13
8.7995,7.16382,357.92,23.55,334.37
8.82003,6.90342,164.01,23.01,141
8.81888,6.89983,165.177,23,142.18
8.81491,6.88651,174.27,22.96,151.31
8.81402,6.88475,175.963,22.96,153
8.8109,6.87591,163.61,22.94,140.67
8.80913,6.87315,175.354,22.93,152.42
8.80423,6.87069,209.38,22.93,186.45
8.79956,6.86487,252.47,22.92,229.55
8.79874,6.85002,228,22.88,205.12
8.7915,6.83958,208.46,22.86,185.6
8.7903,6.82219,103.375,22.83,80.55
8.78742,6.82225,104.447,22.83,81.62
8.77154,6.82543,201.7,22.86,178.84
8.75983,6.83687,200.45,22.9,177.55
8.74845,6.83664,116.726,22.92,93.8
8.73024,6.85193,179.92,23,156.92
8.73726,6.85877,202.83,23.01,179.82
8.80409,6.79408,139.435,22.77,116.67
8.80621,6.80478,128.357,22.78,105.57
8.80057,6.80345,99.291,22.78,76.51
8.80028,6.79944,95.521,22.78,72.74
8.76625,6.80085,86.354,22.81,63.54
8.76639,6.79348,86.968,22.8,64.17
8.76638,6.79023,79.586,22.79,56.79
8.74436,6.78223,127.366,22.81,104.56
8.73952,6.77818,142.653,22.81,119.85
8.73836,6.77751,148.547,22.81,125.74
9.1155,7.45429,503.037,23.24,479.8
9.11553,7.45712,509.559,23.24,486.32
9.11552,7.45898,511.171,23.24,487.93
9.11554,7.4609,511.409,23.24,488.17
9.1156,7.46355,513.78,23.24,490.54
9.11556,7.465,520.364,23.24,497.13
9.11545,7.46813,529.541,23.24,506.3
9.11513,7.47004,529.375,23.24,506.14
9.11533,7.47233,537.134,23.24,513.9
9.11434,7.47443,544.682,23.24,521.45
9.11313,7.47669,562.281,23.23,539.05
9.11228,7.47849,566.276,23.23,543.04
9.10606,7.48847,554.56,23.22,531.34
9.10467,7.49128,542.635,23.22,519.42
9.13331,7.30036,413.898,23.28,390.62
9.1351,7.30092,414.501,23.28,391.22
9.13719,7.30154,413.317,23.29,390.03
9.13701,7.30028,417.266,23.29,393.98
9.13873,7.30376,411.66,23.29,388.37
9.139,7.30567,417.22,23.29,393.93
9.13936,7.30818,423.879,23.28,400.59
9.13975,7.31063,421.358,23.28,398.07
9.14011,7.31319,416.355,23.28,393.07
9.14035,7.31499,417.071,23.28,393.79
9.13931,7.31644,417.966,23.28,394.69
9.1396,7.3185,411.091,23.28,387.81
9.13992,7.32081,415.083,23.28,391.8
9.14024,7.32302,420.382,23.28,397.1
9.14062,7.32569,419.303,23.28,396.03
9.14095,7.328,417.777,23.28,394.5
9.14114,7.32921,421.965,23.28,398.69
9.14142,7.33099,413.798,23.28,390.52
9.14171,7.33285,407.743,23.28,384.47
9.14195,7.33449,412.819,23.27,389.54
9.14047,7.33693,426.707,23.27,403.44
9.1423,7.3367,421.182,23.27,397.91
9.1426,7.33909,438.558,23.27,415.28
9.14376,7.34109,431.939,23.28,408.66
9.14368,7.34291,424.107,23.27,400.83
9.14256,7.34558,427.002,23.27,403.73
9.14034,7.34727,426.965,23.27,403.7
9.13897,7.34952,432.575,23.27,409.31
9.13839,7.3526,443.088,23.26,419.82
9.13783,7.35139,436.746,23.26,413.48
9.13628,7.35349,445.192,23.26,421.93
9.13533,7.35488,451.816,23.26,428.56
9.1345,7.35614,452.297,23.26,429.04
9.13307,7.35833,452.399,23.26,429.14
9.13176,7.36016,442.033,23.25,418.78
9.13059,7.36198,453.152,23.25,429.9
9.12937,7.3639,458.137,23.25,434.89
9.12838,7.36536,458.164,23.25,434.91
9.12698,7.36759,466.292,23.25,443.04
9.12583,7.36942,469.055,23.25,445.81
9.1245,7.37174,467.517,23.24,444.27
9.12197,7.37565,471.377,23.24,448.14
9.12123,7.377,466.203,23.24,442.96
9.12057,7.37969,459.723,23.24,436.49
9.12024,7.3821,466.397,23.24,443.16
9.11996,7.38447,470.057,23.24,446.82
9.1196,7.38668,471.143,23.24,447.91
9.11922,7.3897,469.101,23.24,445.87
9.11896,7.39196,472.493,23.23,449.26
9.11865,7.39429,474.231,23.23,451
9.11833,7.39657,488.307,23.23,465.07
9.11805,7.39906,496.299,23.23,473.07
9.11767,7.40198,494.198,23.23,470.97
9.11736,7.40426,492.266,23.23,469.03
9.11708,7.40705,491.369,23.23,468.14
9.11667,7.41013,489.601,23.23,466.37
9.11636,7.41545,488.105,23.23,464.87
9.11614,7.41775,487.005,23.23,463.78
9.11607,7.42047,483.977,23.23,460.75
9.11597,7.4242,487.254,23.23,464.02
9.11579,7.42696,482.987,23.23,459.76
9.11564,7.42972,476.913,23.23,453.68
9.11555,7.43246,473.808,23.23,450.58
9.11556,7.43458,468.513,23.23,445.28
9.11557,7.43781,470.29,23.23,447.06
9.11558,7.44036,479.615,23.23,456.38
9.11559,7.4422,482.666,23.23,459.43
9.11558,7.44551,479.686,23.24,456.45
9.11553,7.44878,484.908,23.24,461.67
9.11549,7.45117,494.088,23.24,470.85
9.13259,7.28544,405.455,23.29,382.17
9.13491,7.28599,407.691,23.29,384.4
9.13538,7.28908,393.602,23.29,370.31
9.13576,7.29165,398.209,23.29,374.92
9.1361,7.29406,407.051,23.29,383.76
9.13617,7.2967,414.535,23.29,391.25
9.13478,7.29797,415.064,23.28,391.78
9.13316,7.29946,414.308,23.28,391.03
9.13681,7.299,416.873,23.29,393.59
9.13265,7.27767,409.713,23.29,386.42
9.13373,7.27849,415.017,23.29,391.72
9.13425,7.28154,408.709,23.29,385.42
9.13455,7.28387,415.888,23.29,392.6
9.13009,7.27255,398.253,23.29,374.96
9.13175,7.27435,405.472,23.29,382.18
9.13304,7.2762,410.224,23.29,386.93
9.10401,7.24565,389.629,23.27,366.36
9.10479,7.24755,380.687,23.27,357.41
9.10582,7.24992,369.384,23.27,346.11
9.10654,7.25159,363.778,23.27,340.51
9.10779,7.25268,364.321,23.27,341.05
9.10919,7.25391,369.934,23.27,346.66
9.11033,7.2549,373.582,23.27,350.31
9.11217,7.25674,363.98,23.28,340.7
9.11466,7.25694,361.716,23.28,338.44
9.11571,7.25789,365.737,23.28,342.46
9.11763,7.25962,369.509,23.28,346.23
9.11915,7.261,363.45,23.28,340.17
9.12075,7.26245,365.078,23.28,341.79
9.12231,7.26385,369.898,23.29,346.61
9.12465,7.26577,379.217,23.29,355.93
9.12532,7.26815,374.261,23.29,350.97
9.12674,7.2695,384.387,23.29,361.1
9.1284,7.27099,391.83,23.29,368.54
9.12944,7.27341,399.376,23.29,376.08
9.09991,7.24375,383.346,23.27,360.08
9.10074,7.24533,386.398,23.27,363.13
9.10196,7.24718,384.858,23.27,361.59
9.10338,7.2488,377.966,23.27,354.7
9.10486,7.25025,369.71,23.27,346.44
9.09319,7.22106,390.455,23.27,367.19
9.09396,7.22294,388.928,23.27,365.66
9.09459,7.22523,390.293,23.27,367.02
9.09522,7.22751,390.778,23.27,367.51
9.09554,7.22867,386.967,23.27,363.7
9.09616,7.23094,376.86,23.27,353.59
9.09672,7.23297,370.293,23.27,347.02
9.09726,7.2349,363.651,23.27,340.38
9.09787,7.23711,357.417,23.27,334.15
9.09835,7.23884,365.267,23.27,342
9.09904,7.24131,377.606,23.27,354.34
9.10079,7.24254,380.554,23.27,357.28
9.10239,7.24365,390.108,23.27,366.84
9.05685,7.4751,469.269,23.17,446.1
9.05409,7.47708,477.178,23.16,454.02
9.0523,7.47813,485.936,23.16,462.78
9.05525,7.47893,475.782,23.16,452.62
9.05643,7.48076,468.201,23.16,445.04
9.05354,7.48003,482.656,23.16,459.5
9.0547,7.48192,478.505,23.16,455.34
9.05551,7.48312,475.169,23.16,452.01
9.05736,7.48618,471.412,23.16,448.25
9.05805,7.48772,473.412,23.16,450.25
9.05941,7.48942,475.957,23.16,452.8
9.05139,7.48119,492.059,23.16,468.9
9.05261,7.48317,487.001,23.16,463.84
9.05379,7.48509,479.811,23.16,456.65
9.05433,7.48592,472.102,23.16,448.94
9.0557,7.48814,476.977,23.16,453.82
9.05683,7.48993,484.472,23.16,461.31
9.05027,7.48219,492.678,23.16,469.52
9.05137,7.48403,487.942,23.16,464.79
9.05257,7.48589,478.593,23.16,455.44
9.05317,7.48688,472.98,23.16,449.82
9.05381,7.48942,471.356,23.16,448.2
9.05477,7.49096,483.006,23.15,459.85
9.04906,7.48026,493.031,23.16,469.87
9.04796,7.48104,487.156,23.16,464
9.04634,7.48202,476.817,23.15,453.66
9.04507,7.48284,481.69,23.15,458.54
9.04295,7.48413,492.973,23.15,469.82
9.04748,7.48388,487.894,23.15,464.74
9.04826,7.48515,491.95,23.15,468.8
9.04944,7.48691,488.33,23.15,465.18
9.05035,7.48831,482.208,23.15,459.05
9.05218,7.49126,482.002,23.15,458.85
9.0529,7.49241,486.872,23.15,463.72
9.04538,7.48519,488.923,23.15,465.77
9.04608,7.48628,493.826,23.15,470.67
9.04683,7.48749,495.962,23.15,472.81
9.04774,7.48891,490.717,23.15,467.57
9.04944,7.4916,482.532,23.15,459.38
9.05021,7.49281,486.571,23.15,463.42
9.05166,7.49489,493.619,23.15,470.47
9.0647,7.49785,500.063,23.16,476.9
9.06365,7.49857,498.683,23.16,475.53
9.06156,7.49988,497.256,23.15,474.1
9.05953,7.5013,497.714,23.15,474.56
9.05758,7.50243,496.022,23.15,472.87
9.05639,7.50325,496.084,23.15,472.94
9.05488,7.50429,490.889,23.15,467.74
9.06461,7.49637,489.437,23.16,466.28
9.06467,7.49737,499.362,23.16,476.2
9.05929,7.49198,481.097,23.16,457.94
9.06109,7.49491,482.619,23.16,459.46
9.0627,7.49744,495.368,23.16,472.21
9.0573,7.49234,486.445,23.16,463.29
9.05847,7.49539,476.614,23.15,453.46
9.05952,7.497,485.093,23.15,461.94
9.06064,7.49874,493.325,23.15,470.17
9.05546,7.49317,487.326,23.15,464.17
9.05567,7.49407,483.535,23.15,460.38
9.05625,7.49614,481.25,23.15,458.1
9.05756,7.49829,487.178,23.15,464.03
9.05837,7.49945,491.805,23.15,468.65
9.05408,7.49717,489.299,23.15,466.15
9.05561,7.4994,488.173,23.15,465.02
9.05682,7.50135,496.035,23.15,472.88
9.0528,7.49976,495.221,23.15,472.07
9.05429,7.50191,497.135,23.15,473.99
9.04416,7.48599,494.923,23.15,471.77
9.04536,7.48787,496.983,23.15,473.83
9.04615,7.4891,491.872,23.15,468.72
9.04838,7.49262,485.74,23.15,462.59
9.04955,7.49448,494.73,23.15,471.58
9.05057,7.49609,499.864,23.15,476.72
9.06182,7.52414,513.825,23.13,490.7
9.05779,7.52518,524.375,23.12,501.25
9.05524,7.52553,533.692,23.12,510.57
9.05243,7.52672,547.507,23.11,524.39
9.05145,7.52783,550.265,23.11,527.15
9.05046,7.53054,558.379,23.1,535.27
9.04096,7.51421,578.083,23.12,554.96
9.04276,7.51422,553.601,23.12,530.48
9.04468,7.5149,536.869,23.12,513.75
9.04551,7.51583,524.223,23.12,501.1
9.04711,7.518,531.861,23.12,508.74
9.04793,7.51934,531.32,23.12,508.2
9.04836,7.52011,527.328,23.12,504.21
9.05132,7.52318,526.739,23.12,503.62
9.05234,7.52499,535.109,23.12,511.99
9.00803,7.49612,530.877,23.13,507.75
9.01273,7.49538,572.203,23.13,549.07
9.01368,7.49562,560.934,23.13,537.81
9.01581,7.4963,516.716,23.13,493.59
9.01668,7.49703,521.815,23.13,498.69
9.01814,7.49824,508.86,23.13,485.73
9.01994,7.49963,516.849,23.13,493.72
9.02096,7.50045,514.596,23.12,491.47
9.02216,7.50144,513.429,23.12,490.31
9.02348,7.50226,517.104,23.12,493.98
9.02515,7.50317,513.695,23.12,490.57
9.02781,7.50433,510.781,23.12,487.66
9.02986,7.50504,501.971,23.12,478.85
9.03225,7.5057,508.463,23.12,485.34
9.0335,7.50606,506.949,23.12,483.83
9.03612,7.50726,516.005,23.12,492.88
9.0375,7.50809,516.869,23.12,493.74
9.03884,7.50915,516.254,23.12,493.13
9.04095,7.51113,515.127,23.12,492
9.04292,7.51324,547.549,23.12,524.43
9.06501,7.49974,494.385,23.16,471.23
9.06584,7.50015,489.55,23.16,466.39
9.06845,7.50073,483.563,23.16,460.4
9.05791,7.50314,492.399,23.15,469.25
9.05832,7.50402,482.081,23.15,458.93
9.05828,7.50496,484.502,23.15,461.35
9.0578,7.50715,489.938,23.15,466.79
9.01393,7.4923,517.914,23.13,494.78
9.01479,7.49005,512.861,23.13,489.73
9.01505,7.48741,506.951,23.14,483.81
9.01659,7.48549,500.493,23.14,477.35
9.01815,7.4834,501.925,23.14,478.78
9.01798,7.48183,500.609,23.14,477.47
9.01763,7.48007,502.058,23.14,478.91
9.01728,7.47801,524.322,23.14,501.18
8.98791,7.45282,444.199,23.16,421.04
8.98569,7.44889,452.615,23.17,429.45
9.01288,7.49172,510.765,23.13,487.63
9.01412,7.48952,509.126,23.13,485.99
9.00965,7.48992,493.595,23.13,470.46
9.00725,7.48878,488.065,23.13,464.93
9.00543,7.48842,483.751,23.13,460.62
9.00176,7.48822,474.065,23.13,450.93
8.99848,7.48858,477.571,23.13,454.44
8.99585,7.48936,478.214,23.13,455.08
8.99326,7.49039,474.42,23.13,451.29
8.9903,7.49158,476.239,23.13,453.11
8.98744,7.49275,479.799,23.13,456.67
8.98433,7.49404,481.623,23.13,458.49
8.98234,7.49485,475.16,23.13,452.03
8.98023,7.4957,484.341,23.13,461.21
8.97691,7.49758,495.139,23.13,472.01
8.9718,7.49672,499.49,23.13,476.36
8.97207,7.49368,490.916,23.13,467.78
8.96963,7.49189,502.945,23.14,479.81
8.97245,7.48974,494.17,23.14,471.03
8.97261,7.48791,491.696,23.14,468.56
8.97033,7.48801,496.027,23.14,472.89
8.97286,7.48546,485.071,23.14,461.93
8.97355,7.48211,483.024,23.15,459.88
8.97416,7.47969,478.11,23.15,454.96
8.97471,7.47742,475.134,23.15,451.98
8.97536,7.47474,470.665,23.15,447.51
8.97577,7.47312,469.483,23.15,446.33
8.97795,7.47021,463.811,23.15,440.66
8.97845,7.46633,460.049,23.16,436.89
8.97892,7.46318,458.794,23.16,435.63
8.97922,7.46077,465.584,23.16,442.42
8.97995,7.45934,463.058,23.16,439.9
8.98071,7.45617,457.789,23.16,434.62
8.98077,7.4551,453.89,23.16,430.73
8.98195,7.45345,450.553,23.17,427.39
8.98264,7.45248,446.997,23.17,423.83
8.98331,7.45166,442.199,23.17,419.03
8.98493,7.44969,449.434,23.17,426.27
8.98642,7.44786,455.325,23.17,432.16
8.9878,7.44617,462.598,23.17,439.43
8.98889,7.44484,464.203,23.17,441.04
8.99111,7.44212,460.558,23.17,437.39
8.99263,7.44026,458.864,23.17,435.7
8.99387,7.43837,459.588,23.17,436.42
8.99482,7.43674,463.055,23.17,439.89
8.99578,7.4351,459.95,23.17,436.78
8.99736,7.43238,442.963,23.17,419.79
8.99867,7.43014,431.182,23.17,408.01
9.00004,7.42778,433.812,23.17,410.64
9.00094,7.42627,430.653,23.17,407.48
9.00315,7.42337,423.671,23.17,400.5
9.00454,7.42185,434.063,23.17,410.89
9.00573,7.42055,433.208,23.17,410.04
9.00774,7.41675,444.683,23.17,421.51
9.00845,7.41556,441.152,23.18,417.98
9.01344,7.41357,433.43,23.18,410.25
9.01627,7.41254,418.679,23.18,395.5
9.01825,7.41137,411.92,23.18,388.74
9.02038,7.41116,403.279,23.18,380.1
9.02179,7.41111,406.652,23.18,383.48
9.02305,7.41106,401.623,23.18,378.45
9.0244,7.41115,407.562,23.18,384.39
9.02612,7.41127,410.867,23.18,387.69
9.02888,7.41147,417.385,23.18,394.21
9.03309,7.41176,414.522,23.18,391.35
9.03571,7.41189,420.188,23.18,397.01
9.04113,7.41177,418.013,23.18,394.84
9.04321,7.41158,422.278,23.18,399.1
9.04719,7.41121,425.807,23.18,402.63
9.05089,7.41087,430.253,23.18,407.07
9.05465,7.4106,430.601,23.18,407.42
9.05657,7.41052,436.265,23.18,413.08
9.05902,7.41041,440.027,23.18,416.85
9.06072,7.41033,438.123,23.18,414.94
9.06374,7.4102,433.492,23.18,410.31
9.06463,7.41165,439.51,23.18,416.33
9.06554,7.41012,437.205,23.18,414.02
9.06712,7.41006,443.696,23.18,420.51
9.06873,7.41002,445.243,23.19,422.06
9.07101,7.41007,453.177,23.19,429.99
9.07368,7.41026,461.92,23.19,438.73
9.07635,7.4106,469.319,23.19,446.13
9.07911,7.41092,475.385,23.19,452.19
9.08182,7.41127,479.381,23.19,456.19
9.08444,7.41172,475.882,23.2,452.69
9.08916,7.41397,466.243,23.2,443.04
9.09168,7.41714,458.915,23.2,435.72
9.09349,7.41739,454.817,23.2,431.62
9.09586,7.41927,463.152,23.2,439.95
9.09805,7.42096,466.653,23.21,443.45
9.09895,7.42168,468.164,23.21,444.96
9.10154,7.42376,455.722,23.21,432.51
9.10464,7.42584,459.899,23.22,436.68
9.10706,7.42712,467.332,23.22,444.11
9.10959,7.42669,469.848,23.22,446.63
9.11209,7.42629,474.401,23.23,451.18
8.8336,7.56606,339.8,23.11,316.69
8.83738,7.56852,338.087,23.1,314.99
8.83772,7.57286,338.493,23.08,315.41
8.83798,7.57537,336.063,23.07,312.99
8.82805,7.56991,350.623,23.1,327.52
8.83527,7.57275,328.842,23.08,305.76
8.82892,7.57106,344.867,23.1,321.77
8.82877,7.57402,333.576,23.09,310.49
9.04142,7.40222,442.633,23.18,419.45
9.04136,7.40414,441.134,23.18,417.96
9.04588,7.40629,441.061,23.18,417.88
9.05006,7.40653,445.201,23.18,422.02
9.05152,7.40567,446.763,23.18,423.58
9.054,7.40285,447.644,23.18,424.46
9.05855,7.40305,455.269,23.18,432.09
9.06328,7.40315,453.382,23.18,430.2
9.06938,7.40485,449.98,23.19,426.79
9.07212,7.40631,460.456,23.19,437.27
9.07521,7.4086,472.617,23.19,449.43
9.07789,7.40949,480.827,23.19,457.64
9.081,7.40932,492.453,23.19,469.26
9.08431,7.42124,449.722,23.19,426.53
9.08159,7.42046,451.528,23.2,428.33
9.07744,7.41926,446.68,23.19,423.49
9.07385,7.41822,442.802,23.19,419.61
9.07215,7.42073,434.384,23.19,411.2
9.05866,7.41972,435.821,23.18,412.64
9.05399,7.41973,429.658,23.18,406.48
9.05132,7.42159,439.307,23.18,416.13
9.04696,7.42133,440.654,23.18,417.48
9.04317,7.42013,436.804,23.17,413.63
9.04129,7.41898,431.919,23.17,408.74
9.03577,7.43619,455.188,23.17,432.02
9.03891,7.43481,458.082,23.17,434.91
9.04387,7.43301,444.143,23.17,420.97
9.04581,7.43247,439.878,23.17,416.7
9.04659,7.43076,433.904,23.17,410.73
9.04853,7.42662,431.337,23.18,408.16
9.0541,7.42773,444.752,23.18,421.57
9.06308,7.42956,452.109,23.18,428.93
9.06607,7.43017,448.442,23.18,425.26
9.06963,7.43089,453.145,23.19,429.96
9.074,7.43179,457.153,23.19,433.96
9.07809,7.43261,457.493,23.19,434.3
9.08141,7.43293,451.272,23.19,428.08
9.08553,7.43129,444.784,23.19,421.59
9.08524,7.43839,454.585,23.2,431.39
9.07844,7.43887,448.623,23.19,425.43
9.07567,7.43905,440.19,23.19,417
9.07065,7.43939,446.039,23.19,422.85
9.06646,7.44008,451.512,23.18,428.33
9.06115,7.44007,435.662,23.18,412.48
9.05368,7.43984,449.359,23.18,426.18
9.04893,7.44053,450.116,23.17,426.94
9.04686,7.444,461.076,23.17,437.9
9.04242,7.44366,474.033,23.17,450.86
9.03896,7.4391,468.586,23.17,445.42
9.07171,7.44861,466.5,23.19,443.31
9.07552,7.44807,456.978,23.19,433.79
9.07707,7.44785,466.235,23.19,443.05
9.0805,7.44738,467.316,23.19,444.12
9.08317,7.44701,460.895,23.2,437.7
9.08846,7.44597,463.238,23.2,440.04
9.08832,7.42711,450.74,23.2,427.54
9.12248,7.38683,475.69,23.24,452.45
9.11929,7.38501,471.403,23.24,448.17
9.11745,7.38399,475.402,23.23,452.17
9.11597,7.38411,473.005,23.23,449.77
9.11294,7.38408,469.539,23.23,446.31
9.11079,7.38357,465.013,23.23,441.79
9.10884,7.38295,469.207,23.22,445.98
9.10536,7.38277,462.627,23.22,439.41
9.10201,7.38208,453.634,23.22,430.42
9.10058,7.38188,451.603,23.21,428.39
9.09844,7.38193,451.926,23.21,428.71
9.09607,7.3811,446.27,23.21,423.06
9.09349,7.38079,440.57,23.21,417.36
9.09116,7.38085,432.331,23.21,409.13
9.08929,7.38073,426.998,23.2,403.79
9.08791,7.38,432.689,23.2,409.49
9.12452,7.40189,511.067,23.24,487.83
9.12232,7.40488,504.039,23.24,480.8
9.12116,7.40644,501.664,23.24,478.43
9.11877,7.40639,495.788,23.23,472.55
9.11646,7.40641,490.014,23.23,466.78
9.10993,7.40868,490.648,23.22,467.43
